"snpId","chrId","positionBp","positionCM","C57BL.6J.Chr1PWD.ForeJ","C57BL.6J.Chr2PWD.ForeJ","C57BL.6J.Chr3PWD.ForeJ","C57BL.6J.Chr4PWD.ForeJ","C57BL.6J.Chr5PWD.ForeJ","C57BL.6J.Chr6PWD.ForeJ","C57BL.6J.Chr7PWD.ForeJ","C57BL.6J.Chr8PWD.ForeJ","C57BL.6J.Chr9PWD.ForeJ","C57BL.6J.Chr10.1PWD.ForeJ","C57BL.6J.Chr10.2PWD.ForeJ","C57BL.6J.Chr10.3PWD.ForeJ","C57BL.6J.Chr11.1PWD.ForeJ","C57BL.6J.Chr11.2PWD.ForeJ","C57BL.6J.Chr11.3PWD.ForeJ","C57BL.6J.Chr12PWD.ForeJ","C57BL.6J.Chr13PWD.ForeJ","C57BL.6J.Chr14PWD.ForeJ","C57BL.6J.Chr16PWD.ForeJ","C57BL.6J.Chr18PWD.ForeJ","C57BL.6J.Chr19PWD.ForeJ","C57BL.6J.ChrX.1PWD.ForeJ","C57BL.6J.ChrX.2PWD.ForeJ","C57BL.6J.ChrX.3PWD.ForeJ","C57BL.6J.ChrYPWD.ForeJ","C57BL.6J.ChrMTPWD.ForeJ","C57BL.6J","PWD","C57BL.6J.Chr15PWD.ForeJ","C57BL.6J.Chr17PWD.ForeJ","mm10positionBp"
"JAX00095268","2",65195868,38.4933,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",65357811
"JAX00095454","2",67667114,39.4962,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",67829057
"JAX00492317","2",69201905,40.5368,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",69363848
"JAX00492582","2",70342053,41.5439,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",70503996
"JAX00492799","2",71343090,42.5491,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",71505033
"JAX00095862","2",73139491,43.5544,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",73301434
"JAX00493359","2",75094964,44.5763,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",75256907
"JAX00493775","2",76904378,45.6004,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",77066321
"JAX00494009","2",77896461,46.6378,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",78058404
"JAX00096354","2",79700076,47.6587,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",79859919
"JAX00096429","2",80702522,48.6955,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",80862365
"JAX00217243","2",85845117,49.6971,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",86004960
"JAX00097250","2",91930489,50.7121,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",92090332
"JAX00217424","2",94158875,51.7153,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",94318718
"JAX00497427","2",97985084,52.8842,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",98144927
"JAX00497833","2",101495373,53.8895,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",101655216
"JAX00498606","2",104533697,54.8952,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",104693540
"JAX00217671","2",106666564,55.8962,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",106826407
"JAX00217805","2",112043613,56.9084,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",112203456
"JAX00500304","2",114744397,57.9085,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",114918661
"JAX00099054","2",116553646,58.9104,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",116727910
"JAX00501185","2",118938353,59.9189,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",119112617
"JAX00502147","2",124714959,60.946,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",124889223
"JAX00502644","2",127194876,61.9571,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",127369140
"JAX00503184","2",129190185,62.9739,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129364449
"JAX00503888","2",131662303,63.9754,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",131836567
"JAX00504202","2",132968496,64.9984,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",133142760
"JAX00218248","2",134842362,66.0602,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",135016626
"JAX00504710","2",135795118,67.0638,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",135969382
"JAX00218320","2",137630874,68.0703,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",137805138
"JAX00505209","2",139513282,69.0925,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",139687546
"JAX00505516","2",141238120,70.1044,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",141412384
"JAX00506187","2",145069469,71.1058,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",145243733
"JAX00218484","2",146412142,72.4302,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",146586406
"JAX00101426","2",148194006,73.4327,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",148368270
"JAX00507157","2",150263953,74.473,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",150438217
"JAX00101807","2",153314958,75.5009,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",153489222
"JAX00101873","2",154193356,76.5079,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",154367620
"JAX00102036","2",156339240,77.539,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",156513504
"JAX00508592","2",157780225,78.5977,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",157954489
"JAX00218647","2",158985112,79.6087,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",159159376
"JAX00509242","2",159789964,80.6195,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",159964228
"JAX00102393","2",161128239,81.6411,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",161302503
"JAX00509768","2",162058371,82.7775,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",162232635
"JAX00509971","2",162701365,83.8047,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",162875629
"JAX00510287","2",164066247,84.8409,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",164240511
"JAX00510592","2",165500532,85.8526,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",165675032
"JAX00102780","2",166282074,86.8722,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",166456574
"JAX00510975","2",167735949,87.9565,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",167910449
"JAX00511080","2",168328167,88.9576,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",168502667
"JAX00511492","2",169946215,89.9626,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",170120715
"JAX00511504","2",170106022,90.9849,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",170280522
"JAX00103093","2",170446364,91.99,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",170620864
"JAX00511634","2",170881497,93.0359,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",171055997
"JAX00103158","2",171334169,94.1239,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",171508669
"JAX00103248","2",172581938,95.1445,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",172756437
"JAX00218967","2",173164304,96.1466,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",173338803
"JAX00512156","2",173450178,97.1769,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",173624677
"JAX00512417","2",174756302,98.1806,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",174930801
"JAX00723789","2",177252822,99.3826,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",177468117
"JAX00512624","2",178469968,100.3948,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",178735263
"JAX00103531","2",178975847,101.4332,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",179241142
"JAX00513118","2",179659809,102.4379,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",179925104
"JAX00103651","2",180589889,103.4403,"B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",180855184
"JAX00513739","3",3038129,1.5739,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",3038129
"JAX00514859","3",10252196,2.5781,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",10252196
"JAX00104677","3",15702520,3.8153,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",15802520
"JAX00515838","3",17374809,4.8154,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",17474809
"JAX00516230","3",19629406,5.8211,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",19729406
"JAX00105066","3",20925227,6.827,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",21026305
"JAX00516786","3",23133592,7.9267,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",23234670
"JAX00516828","3",23332764,8.9526,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",23433842
"JAX00516952","3",24020033,9.4599,"B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24121111
"JAX00516965","3",24113639,9.5257,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24214717
"JAX00517216","3",25905438,10.5336,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",26006516
"JAX00517689","3",27981912,11.5482,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",28082990
"JAX00517925","3",28973934,12.5633,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",29075012
"JAX00518268","3",30194520,13.7199,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",30295598
"JAX00518469","3",30930775,14.8423,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",31031853
"JAX00518823","3",32631494,15.8441,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",32732572
"JAX00519222","3",34394310,16.8504,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",34495388
"JAX00519771","3",36554372,17.9893,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",36655450
"JAX00520449","3",39390102,18.9914,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",39491180
"JAX00521037","3",41615478,19.9924,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",41811556
"JAX00522062","3",47709528,21.0433,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",47905606
"JAX00522618","3",50999546,22.0558,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",51195624
"JAX00107385","3",51958401,23.0657,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",52154479
"JAX00522989","3",52509503,24.097,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",52705581
"JAX00523195","3",53224505,25.1038,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",53420583
"JAX00107594","3",54754406,26.123,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",54950484
"JAX00523871","3",56288352,27.236,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",56484430
"JAX00107823","3",57801821,28.2469,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",57997899
"JAX00524531","3",60836162,29.2768,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",61032240
"JAX00525504","3",66290169,30.2771,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",66486247
"JAX00108557","3",67661883,31.2843,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",67857961
"JAX00108702","3",69607488,32.289,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",69803566
"JAX00108975","3",73265880,33.3095,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",73461958
"JAX00527178","3",76409244,34.3136,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",76605322
"JAX00220673","3",79915873,35.3143,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",80111951
"JAX00220716","3",82121556,36.3202,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",82317634
"JAX00109736","3",83409373,37.3203,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",83605451
"JAX00529355","3",87528427,38.4051,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",87724505
"JAX00529865","3",90429290,39.4949,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",90625368
"JAX00530199","3",93143870,40.511,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",93339948
"JAX00221007","3",95724544,41.5638,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",95920621
"JAX00110800","3",97926641,42.5787,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",98122718
"JAX00531709","3",100070493,43.5905,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",100266570
"JAX00532253","3",102105092,44.6333,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",102301169
"JAX00111280","3",104410517,45.6606,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",104606594
"JAX00533275","3",107008219,46.6734,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",107205301
"JAX00221248","3",108564029,47.674,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",108761111
"JAX00534013","3",110753654,48.6773,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",110950736
"JAX00534646","3",115204427,49.7672,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",115501509
"JAX00112219","3",117171044,50.81,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117468126
"JAX00535321","3",118214259,51.8584,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",118511341
"JAX00535742","3",120650379,52.8631,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",120947461
"JAX00112654","3",122978834,53.823,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",123275916
"JAX00112857","3",125672786,54.8513,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",125969868
"JAX00536837","3",126004855,55.8783,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",126301937
"JAX00113032","3",127995899,56.89,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",128292981
"JAX00537396","3",128958555,57.901,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129255637
"JAX00537498","3",129471085,58.9033,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129768167
"JAX00113157","3",129695900,59.916,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129992982
"JAX00113259","3",131041907,60.9249,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",131338989
"JAX00113420","3",133242218,61.93,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",133579254
"JAX00221764","3",135340331,62.935,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",135677367
"JAX00539045","3",137523517,63.938,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",137860553
"JAX00113881","3",139376440,64.9541,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",139713476
"JAX00114029","3",141338115,65.9933,"H","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",141675151
"JAX00540477","3",143255424,67.0107,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",143592460
"JAX00540520","3",143365324,68.0537,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",143702360
"JAX00540863","3",144411873,69.0822,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",144748909
"JAX00114324","3",145298699,70.1301,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",145635735
"JAX00541186","3",146106756,71.2201,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",146443792
"JAX00541223","3",146289170,72.2534,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",146626206
"JAX00189333","3",148193719,73.4191,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",148530755
"JAX00541842","3",148667630,74.4503,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",149004666
"JAX00541927","3",148960513,75.4846,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",149297549
"JAX00542139","3",150334548,76.5093,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",150671584
"JAX00114875","3",152782261,77.5183,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",153119297
"JAX00114919","3",153400359,78.557,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",153737395
"JAX00542864","3",154783864,79.5617,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",155120900
"JAX00543102","3",156187113,80.5705,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",156524149
"JAX00543357","3",157589341,81.5719,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",157926377
"JAX00115364","3",159370980,82.5793,"B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",159708016
"JAX00115381","4",3013031,1.7163,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",3085884
"JAX00543934","4",5701134,2.7385,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",5773987
"JAX00115806","4",8779984,3.7522,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",8852837
"JAX00115944","4",10631530,4.767,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",10704383
"JAX00222554","4",13427455,5.7671,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",13500308
"JAX00546011","4",16275429,6.7719,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",16348282
"JAX00546420","4",19952318,7.7753,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",20025171
"JAX00546560","4",21177755,8.7759,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",21250608
"JAX00116831","4",22614642,9.7835,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",22687495
"JAX00547110","4",26150596,10.7851,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",26223449
"JAX00117251","4",28257210,11.793,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",28330060
"JAX00222916","4",29066052,12.8374,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",29138902
"JAX00117506","4",31905906,13.8489,"B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",31818931
